Name,Team,Position,Element,FP,TP,Kick,Body,Control,Guard,Speed,Stamina,Guts,Freedom,1st Move,2nd Move,3rd Move,4th Move
Paul Chucker,Scouting,GK,Wood,112,106,61,52,51,44,43,63,58,19,Tamanori Pierrot,Run Ball Run,Magic,Illusion Ball
Jay Archer,Scouting,FW,Fire,198,144,54,69,44,66,58,64,60,16,Grenade Shot,Horn Train,Dynamite Shoot,Patriot Shoot
Tom Stevenson,Scouting,DF,Fire,127,132,52,56,60,60,66,59,52,20,Horn Train,Judge Through,Kamaitachi,Harvest
Pat Greene,Scouting,MF,Fire,112,118,53,56,44,41,46,58,63,15,Zigzag Spark,Super Scan (DF),Tsuchi Daruma,Hurricane Arrow
Jack Trades Tradesman,Scouting,FW,Earth,145,136,59,54,61,60,56,61,61,9,Dokonjou Bat,Judge Through,Ushiro no Shoumen,Dokugiri no Jutsu
Dwight Self,Scouting,FW,Wind,105,152,65,52,54,53,56,70,56,16,Kamikakushi,Magic,Psycho Shot,Illusion Ball
Jack Nimble,Scouting,DF,Earth,167,142,50,56,61,43,55,56,62,20,Kumo no Ito,Gorimuchuu,Jigoku Guruma,Kagome Kagome
Nathan Weyton,Scouting,DF,Wind,125,132,45,33,33,54,64,63,60,16,Coil Turn,Spinning Cut,Cyclone,Kamaitachi
Tex Curvator,Scouting,FW,Earth,110,164,53,70,52,67,63,52,60,20,Shikofumi,The Wall,Tsuchi Daruma,Shine Drive
Bobby Constable,Scouting,FW,Fire,169,154,61,61,62,62,52,61,54,16,Grenade Shot,Meteor Attack,Zanzou,Shine Drive
Brian Presser,Scouting,FW,Earth,134,168,59,68,56,65,57,55,63,15,Meteor Attack,Dokonjou Bat,Mogura Feint,Reflect Buster
Aston Isher,Scouting,MF,Fire,217,142,66,54,53,54,60,57,57,17,Gorimuchuu,Zigzag Spark,Run Ball Run,Back Tornado
Mo Lusk,Scouting,FW,Earth,136,196,56,60,60,71,53,62,56,21,Shikofumi,Earthquake,Tsuchi Daruma,Mega Quake
Spike Pitt,Scouting,FW,Earth,149,132,60,52,55,57,61,54,63,34,Grenade Shot,Meteor Attack,Mogura Feint,Tsuchi Daruma
Hans Bigger,Scouting,DF,Wood,169,132,59,60,52,60,56,53,60,30,Spinning Cut,Kumo no Ito,Bunshin Feint,Hurricane Arrow
Casey Novak,Scouting,DF,Wood,149,140,60,64,51,69,57,62,63,16,Quick Draw,Blade Attack,Gorimuchuu,Counterstrike
Alf Groundsy Groundsman,Scouting,DF,Earth,165,136,60,60,55,68,56,62,55,15,Killer Slide,Quick Draw,Meteor Attack,Blade Attack
Errol Lorre,Scouting,FW,Wood,154,188,60,63,53,56,52,61,58,32,Hawk Shot,Quick Draw,Back Tornado,Ushiro no Shoumen
Ivor Parrot,Scouting,MF,Wind,127,110,62,52,48,51,41,62,56,34,Gorimuchuu,Dokugiri no Jutsu,Dash Storm,Hurricane Arrow
Sid Parting,Scouting,DF,Wind,134,133,68,60,63,69,47,64,52,17,Killer Slide,Fake Ball,Illusion Ball,Ushiro no Shoumen
Keanu Dell,Scouting,FW,Fire,160,142,46,55,68,51,61,52,29,22,Shikofumi,Dokonjou Bat,Tatsumaki Senpuu,Mogura Feint
Earl Grayson,Scouting,DF,Wood,169,150,64,65,60,71,67,64,60,16,Doppelganger,Super Scan (DF),Super Scan (OF),Moonsault
Rod Headstock,Scouting,GK,Fire,129,106,59,59,41,44,42,59,56,35,Toughness Block,Quick Draw,Tsumuji,Bakuretsu Punch
Andy Craft,Scouting,FW,Wood,134,106,40,40,47,44,47,41,40,35,Kamikakushi,Noroi,Psycho Shot,Bunshin Feint
Pres Cripton,Scouting,FW,Earth,123,156,56,64,53,60,52,53,62,22,Kamikakushi,Judge Through,Run Ball Run,Moonsault
Pike Tucker,Scouting,FW,Fire,134,154,44,34,28,61,64,56,55,21,Kamikakushi,Fake Ball,Bunshin Shoot,Bunshin Feint
Cam Agent Broadsheet,Scouting,MF,Wood,103,142,44,60,60,56,60,71,52,24,Tamanori Pierrot,Zanzou,Phantom Shoot,Run Ball Run
Clay Modlin,Scouting,FW,Earth,209,154,63,61,61,62,36,65,52,20,Killer Slide,Dynamite Shoot,Twin Boost,Jigoku Guruma
Horace Nelson,Scouting,GK,Fire,92,142,65,56,53,57,56,71,59,16,Pressure Punch,Power Shield,Quick Draw,Kogarashi
Daz Tighthead,Scouting,GK,Wood,156,170,68,76,62,69,63,70,64,24,Shikofumi,Horn Train,Jigoku Guruma,Hurricane Arrow
Charlie Shearing,Scouting,DF,Wood,165,158,59,61,52,55,62,60,56,35,Spinning Cut,Blade Attack,Cross Drive,Shine Drive
Robin Sherwood,Scouting,FW,Earth,125,108,49,79,40,70,40,49,40,24,Killer Slide,Judge Through,Dokonjou Bat,Boost Glider
Ryan Ferry,Scouting,FW,Wind,143,113,58,58,51,46,44,60,61,20,Killer Slide,Dynamite Shoot,Patriot Shoot,Shine Drive
Healey Proctor,Scouting,MF,Earth,145,168,44,56,70,41,52,52,56,15,Dash Accel,Coil Turn,Monkey Turn,Ushiro no Shoumen
Lee Gleagle,Scouting,DF,Wood,110,124,49,49,44,50,46,40,44,45,Doppelganger,Spinning Cut,Zanzou,Bunshin Feint
Nick Orner,Scouting,GK,Wind,156,156,41,46,40,42,53,58,56,22,Tornado Catch,Shoot Pocket,Kage Nui,Tsumuji
Jack Pott,Scouting,GK,Earth,169,150,54,60,52,54,61,63,53,27,Nekketsu Punch,Killer Slide,Bakuretsu Punch,Ushiro no Shoumen
Dan Rhino,Scouting,FW,Earth,88,144,72,58,60,53,69,62,53,26,Shikofumi,Horn Train,Earthquake,Tsuchi Daruma
Bear Turnbull,Scouting,FW,Wood,77,148,51,54,60,59,62,60,52,24,Shippuu Dash,Spinning Shoot,Super Scan (OF),Cross Drive
Glen Adeer,Scouting,FW,Wind,132,156,62,61,60,67,55,56,56,14,Spiral Shot,Coil Turn,Hyakuretsu Shot,Cyclone
Jacky Lantern,Scouting,GK,Fire,103,156,60,46,45,67,34,54,49,8,Pressure Punch,Power Shield,Kumo no Ito,Full Power Shield
Roger Rocket,Scouting,DF,Wind,136,142,40,29,35,59,78,56,52,15,Blade Attack,Zanzou,Kamaitachi,Hurricane Arrow
Martin Sheller,Scouting,FW,Fire,215,154,68,57,57,69,36,68,62,19,Grenade Shot,Tsuchi Daruma,Mogura Feint,Back Tornado
Linden Dray,Scouting,DF,Wood,151,142,41,57,64,45,57,55,60,20,Coil Turn,Gorimuchuu,Kamaitachi,Back Tornado
Hal Mullet,Scouting,MF,Wind,81,132,43,76,55,60,68,68,55,22,Gorimuchuu,Spinning Cut,Cross Drive,Kamaitachi
Pip Aminty,Scouting,DF,Earth,125,156,61,67,61,70,59,55,57,16,Killer Slide,Judge Through,Dokonjou Bat,Ushiro no Shoumen
Ed Dupee,Scouting,DF,Wood,116,136,40,28,38,53,68,60,60,19,Noroi,Onryou,Psycho Shot,Doppelganger
Raven Crowe,Scouting,DF,Earth,101,146,70,55,52,66,37,67,61,30,Doppelganger,Kage Nui,Bunshin Feint,Bunshin Shoot
Dusty Rellicks,Scouting,MF,Earth,90,134,48,60,60,56,72,60,52,27,Shippuu Dash,Bunshin Feint,Bunshin Shoot,Kage Nui
Stu Dent,Scouting,GK,Fire,116,176,68,34,44,29,73,62,56,19,Pressure Punch,Quick Draw,Power Shield,Rocket Kobushi
Matt Matickal,Scouting,GK,Wood,121,132,40,36,36,61,71,56,57,15,Magic,Killer Blade,Super Scan (DF),Counterstrike
Stu Shiner,Scouting,GK,Wind,165,132,59,62,60,52,60,58,57,15,Pressure Punch,Power Shield,Gorimuchuu,Rocket Kobushi
Chick Adiddy,Scouting,FW,Fire,110,152,52,62,56,69,63,56,55,17,Shikofumi,Tarzan Kick,The Wall,Mogura Feint
Heath Freke,Scouting,GK,Earth,101,136,64,56,63,52,56,61,60,21,Power Shield,Killer Slide,Full Power Shield,Cyclone
Norry Sheets,Scouting,GK,Fire,83,146,57,68,43,71,56,60,60,19,Power Shield,Snake Shot,Full Power Shield,Tarzan Kick
Hugh Marble,Scouting,DF,Earth,136,112,61,59,46,46,45,54,61,20,Coil Turn,Blade Attack,Ushiro no Shoumen,Bunshin Feint
Ray Deo,Scouting,GK,Wind,81,158,60,52,52,54,52,61,55,21,Nekketsu Punch,Pressure Punch,Tornado Catch,Counterstrike
Patch Borgnine,Scouting,MF,Fire,92,115,32,45,51,44,53,50,44,39,Shippuu Dash,Condor Dive,Hawk Shot,Super Scan (OF)
Lucky Winn,Scouting,MF,Wind,99,140,52,66,48,60,61,66,56,17,Doppelganger,Noroi,Onryou,Kage Nui
Dylan Magpie,Scouting,GK,Wind,83,156,48,52,58,59,74,66,57,28,Tornado Catch,Power Shield,Makiwari Chop,Counterstrike
Jody MacGough,Scouting,DF,Earth,83,140,41,52,58,52,67,70,61,20,Dash Accel,Blade Attack,Dokonjou Bat,Hurricane Arrow
Terrence Anthem,Scouting,DF,Fire,92,158,63,55,56,60,63,64,57,17,Killer Slide,Onryou,Monkey Turn,Blade Attack
Mal Inger,Scouting,DF,Earth,165,130,51,56,63,48,59,55,60,15,Noroi,Onryou,Kamikakushi,Ushiro no Shoumen
Sim Cope,Scouting,DF,Fire,79,134,42,56,63,56,68,60,60,15,Noroi,Onryou,Kage Nui,Psycho Shot
Teddy Kodiak,Scouting,MF,Earth,154,148,58,57,60,54,55,61,52,32,Dash Accel,Spinning Cut,Mogura Feint,Tsuchi Daruma
Tad Trinket,Scouting,MF,Fire,149,132,44,47,52,43,53,52,48,15,Judge Through,Meteor Attack,Boost Glider,Fire Tornado
Shem Bassey,Scouting,DF,Wood,147,144,54,52,56,60,55,60,63,23,Spinning Cut,Magic,Spinning Shoot,Illusion Ball
Rex Plorer,Scouting,FW,Wood,110,141,48,53,58,63,65,60,53,15,Snake Shot,Tarzan Kick,Run Ball Run,Mogura Feint
Al Reddie,Scouting,MF,Wood,173,174,49,53,60,50,63,63,56,17,Tatsumaki Senpuu,Illusion Ball,Moonsault,Kung Fu Head
Carson Haynes,Scouting,DF,Wood,118,162,58,60,56,58,57,60,66,16,Spinning Cut,Kage Nui,Kamaitachi,Dash Storm
Zane Laughead,Scouting,MF,Wind,217,150,56,63,44,70,57,67,54,19,Tatsumaki Senpuu,Dash Accel,Kamaitachi,Cyclone
Will Stonehead,Scouting,DF,Fire,121,156,70,57,57,65,51,70,59,19,Shikofumi,Horn Train,Earthquake,Mogura Feint
Aran Cheeks,Scouting,GK,Wind,154,130,50,63,64,42,57,63,62,15,Tornado Catch,Gorimuchuu,Tsumuji,Dokugiri no Jutsu
Skip Rooter,Scouting,MF,Fire,182,138,61,55,61,61,58,67,61,19,Dash Accel,Zigzag Spark,Quick Draw,Meteor Attack
Clerk Welcome,Scouting,DF,Earth,123,120,71,72,51,48,51,42,51,23,Quick Draw,Tatsumaki Senpuu,Cyclone,Kamaitachi
Manny Kinsland,Scouting,FW,Earth,77,148,55,63,46,68,56,60,57,19,Grenade Shot,Kung Fu Head,Shine Drive,Moonsault
Creed Craving,Scouting,GK,Fire,127,152,61,60,62,60,52,58,53,22,Nekketsu Punch,Tatsumaki Senpuu,Rocket Kobushi,Makiwari Chop
Bamber Mandrina,Scouting,DF,Wood,213,80,32,71,31,78,36,79,30,16,Onryou,Noroi,Zanzou,Doppelganger
Virgil Lantis,Scouting,FW,Earth,79,104,72,58,36,62,48,55,40,11,Tarzan Kick,Run Ball Run,Dokugiri no Jutsu,Moonsault
Harvey Sweats,Scouting,FW,Wood,96,130,66,61,60,68,35,60,54,20,Rolling Kick,Phantom Shoot,Hyakuretsu Shot,Bunshin Shoot
Sal Curie,Scouting,DF,Fire,156,132,48,56,62,51,52,62,55,15,Gorimuchuu,Killer Slide,Horn Train,Mogura Feint
Pauly Ontology,Scouting,FW,Earth,118,148,41,31,34,54,62,63,54,14,Grenade Shot,Tamanori Pierrot,Patriot Shoot,Twin Boost
Gore Lyath,Scouting,MF,Fire,143,140,52,54,63,53,59,56,62,11,Dash Accel,Heat Tackle,Judge Through,Jigoku Guruma
Odo Toilette,Scouting,GK,Fire,85,142,44,60,59,58,66,63,52,26,Pressure Punch,Dash Accel,Counterstrike,Kamaitachi
Odo Cologne,Scouting,MF,Wind,171,138,40,57,52,57,60,37,60,22,Fake Ball,Kumo no Ito,Dokugiri no Jutsu,Kamikakushi
Jools Iceberg,Scouting,FW,Fire,158,132,48,52,65,48,56,57,54,22,Grenade Shot,Freeze Shot,Zanzou,Kogarashi
Paddy Popper,Scouting,MF,Wind,96,130,74,61,63,52,53,55,57,16,Tamanori Pierrot,Magic,Illusion Ball,Run Ball Run
Ant Hophila,Scouting,DF,Earth,94,138,49,59,55,52,71,59,59,16,Shikofumi,Super Armadillo,The Wall,Tsuchi Daruma
Troy Carr,Scouting,FW,Wind,169,180,56,56,63,63,53,61,63,14,Shippuu Dash,Grenade Shot,Hawk Shot,Dash Storm
Ray Dioset,Scouting,FW,Wood,127,145,65,53,52,66,50,66,59,22,Suisei Shoot,Kung Fu Head,Illusion Ball,Run Ball Run
Sylver Stone,Scouting,FW,Earth,138,136,46,57,52,56,68,66,62,23,Dokonjou Bat,Killer Slide,Judge Through,Hurricane Arrow
Chris Glover,Scouting,MF,Wood,105,156,67,62,60,76,38,67,52,16,Noroi,Psycho Shot,Illusion Ball,Freeze Shot
Jim Makegood,Scouting,FW,Wood,105,154,42,52,62,57,64,70,60,20,Dokonjou Bat,Killer Slide,Ushiro no Shoumen,Back Tornado
Mark Sudor,Scouting,GK,Earth,118,133,64,63,55,62,45,62,52,14,Toughness Block,Horn Train,Ushiro no Shoumen,Bakuretsu Punch
Doug Walker,Scouting,GK,Earth,158,142,45,52,70,42,56,57,61,18,Nekketsu Punch,Horn Train,Bakuretsu Punch,Gigant Wall
Ry Sling,Scouting,DF,Wind,165,190,46,56,71,44,63,55,54,20,Doppelganger,Kage Nui,Magic,Illusion Ball
Tiny Forester,Scouting,DF,Earth,162,137,55,62,70,47,60,63,61,19,Shikofumi,The Wall,Tsuchi Daruma,Super Armadillo
Neville List,Scouting,DF,Wood,77,178,40,57,55,52,74,70,52,27,Dokonjou Bat,Kung Fu Head,Spinning Cut,Cyclone
Sagaminator Saggy,Scouting,FW,Wood,195,165,77,71,60,70,64,70,67,22,Dash Accelerator,Attack Scan,Patriot Shot,Reflect Buster
Frank Drake,Scouting,DF,Wind,171,158,57,58,60,57,64,66,52,27,Shippuu Dash,Spinning Cut,Zanzou,Blade Attack
Joe Stick,Scouting,MF,Fire,145,188,48,63,61,43,54,62,58,18,Gorimuchuu,Fake Ball,Judge Through,Ushiro no Shoumen
Les Knightley,Scouting,GK,Fire,129,194,56,64,60,66,55,52,52,14,Pressure Punch,Shoot Pocket,Ushiro no Shoumen,Counterstrike
Des Count,Scouting,DF,Wind,112,150,62,60,63,71,63,60,54,19,Shikofumi,Illusion Ball,Super Scan (DF),Kung Fu Head
Skip Sofrenic,Scouting,MF,Earth,217,146,60,66,49,61,54,79,61,22,Shikofumi,The Wall,Patriot Shoot,Shine Drive
Paul Sapp,Scouting,MF,Earth,217,144,62,61,44,64,55,68,56,18,Dash Accel,Gorimuchuu,Monkey Turn,Fake Ball
Turner Fortune,Scouting,DF,Wood,127,113,29,36,50,77,40,46,42,22,Spinning Cut,Judge Through,Illusion Ball,Bunshin Feint
Cass Crocker,Scouting,FW,Fire,125,146,68,51,64,38,44,40,44,10,Snake Shot,Tarzan Kick,Freeze Shot,Spinning Cut
Les Abel,Scouting,FW,Fire,90,156,46,57,57,52,64,56,52,15,Grenade Shot,Killer Slide,Judge Through,Shine Drive
Sayer Lemon,Scouting,DF,Fire,167,144,52,61,54,52,63,59,53,12,Quick Draw,Super Scan (DF),Super Scan (OF),Kumo no Ito
Lee Figreene,Scouting,FW,Wood,151,156,42,52,64,44,63,55,56,20,Tsuchi Daruma,Horn Train,Twin Boost,Hurricane Arrow
Cam Lensman,Scouting,MF,Wind,158,174,41,56,66,46,52,56,52,16,Magic,Illusion Ball,Phantom Shoot,Psycho Shot
Gaston Berry,Scouting,FW,Fire,180,174,42,37,38,33,73,71,63,19,Rolling Kick,Tamanori Pierrot,Coil Turn,Kagome Kagome
Mat Char,Scouting,FW,Wood,83,142,40,58,52,55,70,54,62,22,Tamanori Pierrot,Condor Dive,Magic,Run Ball Run
Orson Douvre,Scouting,GK,Earth,118,148,71,52,52,63,52,68,52,20,Toughness Block,Makiwari Chop,Gorimuchuu,Bakuretsu Punch
Shawn Broker,Scouting,GK,Earth,211,158,40,62,56,52,52,70,62,27,Toughness Block,Shoot Pocket,Super Armadillo,Makiwari Chop
Reagan Boneman,Scouting,MF,Wood,158,154,54,57,54,63,58,63,60,27,Tatsumaki Senpuu,Kamaitachi,Dash Storm,Twin Boost
Conan Fox,Scouting,GK,Earth,85,152,44,56,56,53,62,55,63,14,Toughness Block,Gorimuchuu,Bakuretsu Punch,Counterstrike
Leon Lawn,Scouting,DF,Earth,110,194,60,55,49,46,40,69,52,32,Shikofumi,Horn Train,Mogura Feint,Harvest
Irv Washinton,Scouting,DF,Wind,134,128,44,40,51,42,44,51,46,33,Horn Train,Dokugiri no Jutsu,Dash Storm,Hurricane Arrow
Pete Pang,Scouting,GK,Fire,173,138,60,70,56,69,61,58,52,16,Tamanori Pierrot,Pressure Punch,Rocket Kobushi,Bakuretsu Punch
Mark Skidfree,Scouting,MF,Fire,138,132,60,63,59,62,48,71,58,15,Fake Ball,Dokonjou Bat,Gorimuchuu,Kamaitachi
Fox Copier,Scouting,MF,Wood,147,200,60,52,56,54,53,56,60,12,Rolling Kick,Dash Accel,Grenade Shot,Onryou
Gary Salmon,Scouting,GK,Earth,169,144,56,53,59,60,63,60,58,33,Shikofumi,Killer Blade,Makiwari Chop,Counterstrike
Cameron Mann,Scouting,MF,Earth,154,146,60,59,58,61,52,53,54,26,Dash Accel,Quick Draw,Dokugiri no Jutsu,Harvest
Chunk Gorman,Scouting,FW,Earth,79,146,48,56,57,60,63,52,52,18,Shikofumi,Gorimuchuu,Tsuchi Daruma,Reflect Buster
Jim Reed,Scouting,DF,Wood,123,112,45,45,42,53,54,46,48,12,Spinning Cut,Spinning Shoot,Shippuu Dash,Harvest
Dick Turbin,Scouting,DF,Fire,136,156,44,31,36,54,64,56,60,19,Quick Draw,Fake Ball,Bunshin Feint,Harvest
Chris Talise,Scouting,DF,Wood,116,132,41,34,32,59,68,60,57,22,Freeze Shot,Zigzag Spark,Cyclone,Dash Storm
Philip Prince,Scouting,GK,Wood,77,152,43,52,52,60,68,67,59,24,Nekketsu Punch,Doppelganger,Shoot Pocket,Kage Nui
Phil Rosey,Scouting,FW,Fire,123,172,54,64,56,69,57,54,60,25,Spiral Shot,Grenade Shot,Judge Through,Dokonjou Bat
Les Belisha,Scouting,FW,Fire,121,176,59,68,54,65,53,62,55,20,Grenade Shot,Killer Slide,Harvest,Shine Drive
Vin Fleetwood,Scouting,FW,Wind,99,88,71,64,61,69,68,68,65,15,Grenade Shot,Spinning Cut,Jigoku Guruma,Twin Boost
Billy Blanc,Scouting,FW,Wind,134,198,60,58,48,45,48,52,79,15,Suisei Shoot,Psycho Shot,Cross Drive,Moonsault
Chris Massey,Scouting,DF,Wood,77,146,66,58,53,53,56,62,59,22,Dash Accel,Fake Ball,Kung Fu Head,Kumo no Ito
Paddy Streehan,Scouting,GK,Wood,127,126,58,61,47,43,41,58,55,42,Killer Blade,Makiwari Chop,Blade Attack,Harvest
Fingus Inky,Scouting,MF,Wood,85,136,58,71,48,64,55,63,52,17,Noroi,Kamikakushi,Dokugiri no Jutsu,Kagome Kagome
Thomas Ediston,Scouting,MF,Wood,127,150,59,76,60,68,56,53,75,24,Super Armadillo,Mogura Feint,Kumo no Ito,Run Ball Run
Ed Halley,Scouting,MF,Wind,103,146,44,39,29,54,79,30,56,19,Suisei Shoot,Dash Accel,Bunshin Feint,Run Ball Run
Jon Quill,Scouting,FW,Wood,206,150,68,62,56,53,54,63,54,20,Cross Drive,Freeze Shot,Back Tornado,Divine Arrow
Patsy Cornish,Scouting,MF,Fire,151,158,41,56,62,43,58,62,57,17,Doppelganger,Tatsumaki Senpuu,Kumo no Ito,Psycho Shot
Rudolph Rainder,Scouting,DF,Fire,132,134,48,33,38,56,67,55,58,17,Gorimuchuu,Killer Slide,Horn Train,Dynamite Shoot
Stu Venier,Scouting,DF,Fire,96,150,41,59,58,52,62,68,54,23,Spinning Cut,Blade Attack,Cyclone,Spinning Shoot
Butch Pythons,Scouting,GK,Wind,110,158,63,67,61,61,60,52,54,16,Toughness Block,Cyclone,Gorimuchuu,Full Power Shield
Manuel Gere,Scouting,DF,Wind,158,136,42,62,70,51,52,57,59,28,Dash Accel,Coil Turn,Zigzag Spark,Dash Storm
Rolly Kerr,Scouting,MF,Wind,158,134,44,62,64,45,77,52,56,16,Tamanori Pierrot,Gorimuchuu,Zanzou,Fake Ball
Teller Scoap,Scouting,GK,Earth,195,142,49,60,56,62,70,71,52,23,Tornado Catch,Tsumuji,Suisei Shoot,Moonsault
Derek Longhand,Scouting,FW,Wood,140,162,63,68,53,68,62,58,61,19,Phantom Shoot,Coil Turn,Back Tornado,Dash Storm
Clint Wester,Scouting,DF,Wind,169,154,67,68,67,68,64,68,60,27,Grenade Shot,Super Scan (DF),Patriot Shoot,Super Scan (OF)
Victor Mancey,Scouting,FW,Fire,121,152,55,63,60,66,56,54,53,20,Spiral Shot,Killer Slide,Freeze Shot,Cyclone
Quentin Quartz,Scouting,FW,Earth,103,156,60,52,57,67,31,62,58,16,Dash Accel,Snake Shot,Kung Fu Head,Run Ball Run
Barry Lugh,Scouting,FW,Wind,96,146,42,58,59,54,64,67,62,39,Dynamite Shoot,Dash Accel,Patriot Shoot,Heat Tackle
Cam Vass,Scouting,GK,Fire,154,148,43,60,61,45,52,61,52,21,Tornado Catch,Doppelganger,Kogarashi,Ushiro no Shoumen
Anthony Coyne,Scouting,DF,Fire,134,172,55,60,52,60,60,53,56,16,Pressure Punch,Horn Train,The Wall,Bakuretsu Punch
Sol Stiss,Scouting,FW,Earth,173,166,47,62,64,40,61,62,52,19,Illusion Ball,Killer Slide,Twin Boost,Shine Drive
Chris Pecracker,Scouting,GK,Earth,162,153,52,57,66,44,54,60,62,17,Rocket Kobushi,Gorimuchuu,Dokugiri no Jutsu,Counterstrike
Sam Which,Scouting,GK,Wind,92,138,69,63,60,62,56,60,56,16,Killer Blade,Makiwari Chop,Spinning Cut,Kogarashi
Sim Pathy,Scouting,DF,Wood,149,178,76,58,64,41,57,62,56,19,Doppelganger,Noroi,Magic,Illusion Ball
Hank O'Chief,Scouting,GK,Fire,129,110,58,62,48,45,46,56,58,20,Nekketsu Punch,Spinning Cut,Blade Attack,Bakuretsu Punch
Monty Patten,Scouting,DF,Wood,162,192,63,60,63,61,52,54,60,27,Doppelganger,Spinning Cut,Super Scan (OF),Psycho Shot
Tighe Windsor,Scouting,MF,Earth,206,154,64,61,56,60,32,73,60,20,Dash Accel,Zigzag Spark,Mogura Feint,Tsuchi Daruma
Nat Picker,Scouting,MF,Fire,125,134,51,32,28,56,68,52,56,17,Zanzou,Kumo no Ito,Dash Storm,Shine Drive
Conor Trail,Scouting,GK,Wind,103,136,60,60,49,70,55,76,59,22,Shikofumi,Toughness Block,Rocket Kobushi,Cyclone
Herb Ivore,Scouting,FW,Earth,156,152,56,61,60,61,59,57,60,38,Dokonjou Bat,Heat Tackle,Blade Attack,Tsuchi Daruma
Manny Steele,Scouting,MF,Fire,215,140,56,60,43,61,60,78,55,22,Killer Slide,The Wall,Jigoku Guruma,Reflect Buster
Stan Dupp,Scouting,FW,Wood,191,134,58,65,47,67,53,69,54,19,Tamanori Pierrot,Tarzan Kick,Gorimuchuu,Dokonjou Bat
Lincoln Hawking,Scouting,FW,Earth,173,154,57,52,62,73,54,63,60,8,Kamikakushi,Tarzan Kick,Dokonjou Bat,Horn Train
Tex Tingle,Scouting,GK,Wood,132,121,40,51,54,45,60,44,45,15,Killer Blade,Blade Attack,Heat Tackle,Full Power Shield
Fane Club,Scouting,GK,Wind,138,128,45,50,44,69,48,43,49,42,Tornado Catch,Wild Claw,Hawk Shot,Kogarashi
Jak Hammer Hammerslam,Scouting,FW,Fire,88,158,43,59,52,63,66,64,60,25,Killer Slide,Onryou,Horn Train,Tsuchi Daruma
Tim Eisback,Scouting,DF,Wood,83,136,48,58,57,57,69,60,58,26,Tatsumaki Senpuu,Zanzou,Quick Draw,Cyclone
Horty Courture,Scouting,FW,Wood,103,126,29,48,43,48,60,47,42,42,Killer Slide,Quick Draw,Tatsumaki Senpuu,Snake Shot
Sage Wisdom,Scouting,MF,Earth,83,146,49,63,60,56,64,52,59,22,Killer Slide,Judge Through,Cyclone,Zanzou
Harvey Lifter,Scouting,DF,Earth,129,101,52,53,51,52,53,46,52,17,Onryou,Noroi,Phantom Shoot,Psycho Shot
Bamber Shoot,Scouting,FW,Earth,167,178,43,63,65,44,52,58,58,33,Meteor Attack,Killer Slide,Hyakuretsu Shot,Gigant Wall
Adam Hesive,Scouting,DF,Fire,136,150,52,71,56,60,62,60,53,21,Onryou,Kumo no Ito,Kamaitachi,Dash Storm
Drew Faxon,Scouting,FW,Wood,83,150,40,52,62,56,64,54,54,19,Grenade Shot,Tatsumaki Senpuu,Shine Drive,Kamaitachi
Ollie Twister,Scouting,FW,Wind,158,142,59,53,60,52,52,53,60,36,Tatsumaki Senpuu,Rolling Kick,Fire Tornado,Back Tornado
Mark Perfect,Scouting,GK,Fire,92,140,44,60,61,60,68,65,62,27,Power Shield,Full Power Shield,Coil Turn,Gorimuchuu
Ace Irvin,Scouting,MF,Fire,151,172,43,52,65,51,55,60,63,20,Tatsumaki Senpuu,Illusion Ball,Hawk Shot,Twin Boost
Bill Dozer,Scouting,GK,Earth,154,136,54,57,52,56,54,52,59,16,Nekketsu Punch,Rocket Kobushi,Bakuretsu Punch,Spinning Cut
Cletus Badden,Scouting,MF,Wind,173,154,58,56,54,53,56,63,56,34,Tamanori Pierrot,Killer Slide,Spinning Cut,Judge Through
Aubry Dient,Scouting,GK,Fire,107,150,63,61,55,64,35,69,60,20,Nekketsu Punch,Power Shield,Spinning Cut,Full Power Shield
Nigel Bramel,Scouting,DF,Wind,107,136,47,55,60,52,70,63,56,17,Coil Turn,Blade Attack,Super Scan (DF),Super Scan (OF)
Theo Bernoulli,Scouting,MF,Wood,103,148,60,70,51,68,56,70,55,16,Tamanori Pierrot,Magic,Illusion Ball,Bunshin Shoot
Bill Yards,Scouting,GK,Wood,129,108,61,55,47,46,44,57,60,20,Spiral Shot,Super Scan (DF),Super Scan (OF),Kumo no Ito
Scrap Salvadge,Scouting,GK,Earth,114,104,60,57,44,44,68,57,52,19,Wild Claw,Fake Ball,Bakuretsu Punch,Kumo no Ito
Homer Sockshell,Scouting,FW,Fire,147,173,60,64,55,69,53,61,62,15,Super Scan (OF),Meteor Attack,Quick Draw,Cross Drive
Chris Hypogee,Scouting,MF,Earth,167,154,46,60,62,48,56,52,59,18,Dash Accel,Gorimuchuu,Mogura Feint,Tsuchi Daruma
Conn Pass,Scouting,MF,Wind,160,154,45,61,76,41,54,55,56,19,Suisei Shoot,Coil Turn,Shippuu Dash,Kamaitachi
Dom Anding,Scouting,MF,Earth,81,150,52,60,43,62,61,69,63,17,Dash Accel,Illusion Ball,Spinning Cut,Cyclone
Patrick Edie,Scouting,DF,Wood,173,140,51,58,72,40,60,56,53,14,Quick Draw,Ushiro no Shoumen,Gorimuchuu,Kagome Kagome
Carl Penter,Scouting,FW,Earth,96,140,66,53,54,52,59,73,58,14,Rolling Kick,Zigzag Spark,Fire Tornado,Back Tornado
